,count,hate_speech,offensive_language,neither,class,tweet
1476,3,0,3,0,1,&#8220;@NoRapist: Throwing lamps at bitches who need to lighten up.&#8221; True dat
1477,3,0,3,0,1,&#8220;@NoRapist: Using y = mx + b to measure the slope of that ass girl.&#8221; @mckinley719
1478,3,0,3,0,1,&#8220;@NoRapist: on my way to fuck ur bitch http://t.co/SgVBBrwOg2&#8221; @mckinley719
1479,3,0,3,0,1,&#8220;@NoRapist: on my way to fuck ur bitch http://t.co/ZUVwCcn0IV&#8221; @mckinley719
1480,3,1,2,0,1,&#8220;@NotGrimey &#8220;@BobbyBudnic My brother a faggot&#8221;&#8221;smh
1481,3,0,3,0,1,&#8220;@NotGrimey Dnt blame niggas when a female see ya hoe ass ways. Go listen to some JT Money fruitcake&#8221;
1482,3,0,1,2,2,&#8220;@OGBEARD: Some of y'all bios are trash.&#8221; Mine pretty good
1483,3,0,3,0,1,"&#8220;@OGeezLouise: Bout time 
 RT @JoeBudden: Some of these chicks don&#8217;t want a man, they just want support.&#8221; Tell that bitch to get a bra"
1484,3,0,3,0,1,&#8220;@Officialzyon777: When the pussy stank http://t.co/D6iRWMInqo&#8221;
1485,3,0,3,0,1,&#8220;@OhShitItsRandy: Remember this bro? &#128514; @BrianLovesAss_ http://t.co/RAurUW7mY6&#8221;niggah don't show people this &#128514;&#128514;&#128557;&#128567;
1486,3,0,2,1,1,&#8220;@OhThatsLee Uhoh you got the hoes lol RT @verbally_abrupt: Y'all I found this letter on my car. http://t.co/lu58HimXxS&#8221; Naaah
1487,3,0,3,0,1,"&#8220;@OhhNickHarmon: If she's sending you nudes on snap chats but your not one of the 3 guys on her favorites, she a hoe.&#8221;&#128514;&#128514;&#128514;&#128557;"
1488,3,1,2,0,1,"&#8220;@OnStar: #Mondays are a whole lot better when you're driving a vehicle http://t.co/LIixxMzNdZ&#8221;

""That white pussy uhhh get ya"""
1489,3,0,3,0,1,&#8220;@OpTic_NaDeSHoT: No longer a side bitch @ProSyndicate http://t.co/qWcUNa7vcV&#8221; @Zneezy2Good &#128514;&#128557;
1490,3,1,2,0,1,&#8220;@OsmanMasabah: Spitting on people just shows you weren't raised right. In another words it's a bitch nigga trait.&#8221; @VictorSmith90
1491,3,1,2,0,1,&#8220;@PRAYINGFORHEAD: spongebob out here beating bitches up http://t.co/eWIHBSQEk8&#8221;@based_shinigami
1492,3,0,3,0,1,&#8220;@PaigeHardesty: A relationship is only made for two.. but some bitches don't know how to count.&#8221;amen to that!
1493,3,0,3,0,1,"&#8220;@Papi_sez: Why is everyone who thinks you're an unfunny pandering jizzbag automatically a troll? @thatUPSdude&#8221;

And he hate colored folk"
1494,3,0,3,0,1,"&#8220;@PharaohJas: ""Darkskin Girls Ugly"" &#127383;&#127378; http://t.co/DYeAY2t5AA&#8221;flawless ass bitch"
1495,3,1,0,2,2,"&#8220;@PlMPCESS: In the fashion world ""urban"" means ""stolen from black people"" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;"
1496,3,0,3,0,1,"&#8220;@PoeticallyLucky: It's like when a bitch gotta pretty pussy but it's loose .&#8221;

#witchcraft"
1497,3,0,3,0,1,&#8220;@PostBadBitches: http://t.co/adhJnGzVPg&#8221;these the white girls u should holla at but Nooooo brothas go for the ugliest bad built hoes ever
1498,3,0,3,0,1,&#8220;@PostBadBitches: http://t.co/rPo0QUumBm&#8221; how young is this hoe with a m&amp;m pillow
1499,3,0,0,3,2,"&#8220;@PrayForJack I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine&#8221;the abortion survival. Cant 4get that"
1500,3,0,3,0,1,&#8220;@PrettyxEyes: FYI http://t.co/R9JUoT4bGQ&#8221; my favorite type of bitches.
1501,3,0,1,2,2,&#8220;@PubesOnFleeK: My tweets trash&#8221;
1502,3,0,3,0,1,&#8220;@PutYa_Han_OnIt: &#8220;@Tweets_NOchill: Small titty bitches pierced nipples look like staples.&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;lmao
1503,3,0,3,0,1,&#8220;@QuaTheGreat: Ready blow this bitch down &#128293; http://t.co/Y89Oj5Yh9M&#8221;Bring me 3 rellos
1504,3,0,3,0,1,&#8220;@Queendev_: @what_evaittakes I couldn't find anything to hold my hair up let alone put a pony in&#8221;no bitch I said post a busted pic&#128557;
1505,3,0,0,3,2,&#8220;@Queendev_: My leave out is trash &#128552;&#8221;&#128557;&#128557;&#128557; u sick
1506,3,0,3,0,1,&#8220;@Quis_2TurntUp: &#8220;@1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;&#8221;aye I'm just living life
1507,3,0,1,2,2,&#8220;@RaleighBeougher: dumb beaner&#8221; http://t.co/r0hABEQhSu
1508,3,0,3,0,1,&#8220;@RamzyJay: I try to keep all my bitches on lay away&#8221; same way I feel
1509,3,0,3,0,1,&#8220;@RawrItsTaraa: Trust these bitches ? Nah&#8221;
1510,3,0,3,0,1,&#8220;@RedHeadRay_: Is it wrong if I get on this bitch and started talking shit &#128514;?&#8221;yes!
1511,3,0,3,0,1,&#8220;@RegularAssRon: Ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what
1512,3,0,3,0,1,&#8220;@Rell1Hundo: @what_evaittakes Boney as shit right &#128514;&#8221;I seen em walking down the street Ctfu I was in the crib tho! He a lucky nig.
1513,3,0,3,0,1,&#8220;@ResiDimples: I heard thigh gaps is a way of telling if a bitch pussy is loose.&#8221; What?? http://t.co/OSjVJZJXCg
1514,3,0,3,0,1,"&#8220;@ResiDinero: ""@jenny_dalli: @ResiDinero I threw them hoes away"" you also just threw yo life away&#8221;bruhhh &#128557;&#128557;&#128514;&#128514;&#128514;"
1515,3,0,3,0,1,&#8220;@ResiDinero: @TonyJetsFoo lol haha&#8221; hahahahahahahahahaahah deez nuts bitch
1516,3,0,3,0,1,&#8220;@ResiDinero: Hate driving in the rain. -_-&#8221; you can drive deez nuts in your botch mouth hoe
1517,3,0,3,0,1,&#8220;@RetroSpidey: Your opinion is irrelevant because you&#8217;re a cunt.&#8221; @SumoRerun
1518,3,0,3,0,1,"&#8220;@RevDennisMiller: True nothing shuts up libdog bitches who like to bark at anything @Punt_Cuncher&#8221;
THAT'S CALLED...PREACHING THE TRUTH!"
1520,3,1,2,0,1,&#8220;@RightInher_pssy: Fuck her right in the pussy https://t.co/3yW7mHLRhu&#8221; I wish this dude was my grandpa&#128514;
1521,3,0,3,0,1,&#8220;@RihannaGlFS: When you see the bitch that been talking smack about you in the playground http://t.co/ePdGXMzKSr&#8221;
1522,9,0,9,0,1,&#8220;@RileyyBryn: &#8220;@devon_sheaa: I just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;
1523,3,0,3,0,1,&#8220;@RoJustDGAF Aren't they all tho bro? RT @landoup: I hate a nosey bitch....&#8221;some more than others
1524,3,0,3,0,1,"&#8220;@RonStackin: i got money , guns , gold , bitches nd stacks nigga fuck this net beef have my shooters get at niggas&#8221; a Bring dat Friday den"
1525,3,0,3,0,1,&#8220;@RspectMy_Pretty: If a bitch comes for me I hope she bout all that slick shit she yapping about &#128064;&#8221; Thuggin
1526,3,0,3,0,1,&#8220;@RudeBoi_Drew: I'm finna eat some pussy&#8221; lmao
1527,3,0,0,3,2,&#8220;@RudeNation21: When girls take my snap backs and beanies lol&#128169; that's 35 dollars a hat and 40 for the AX beanieS &#128530;&#8221;I don't let them take it
1528,3,0,3,0,1,&#8220;@RudePost: A new breed of white girl... https://t.co/0Zsu3zQiXD&#8221; she slammed that bitch &#128527;&#128514;
1529,3,1,2,0,1,&#8220;@Runyacheckup: &#8220;@Shane_A1: A Bitch Couldn't pay me to get dem pregnant again &#128588;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;fr fam ion see how niccas out here poppin kids out
1530,3,1,2,0,1,&#8220;@RyeOrDie: Niggas want pussy. I ain't giving any out. Here is where lies our dilemma.&#8221; That's cool
1531,3,0,3,0,1,&#8220;@RylannWilliams: @Woodchuck20 @ravenkiann Hahahaha do it bitch! Make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should I? &#128514;
1532,3,0,3,0,1,"&#8220;@RylannWilliams: If she buys you a tattoo, wife that girl&#128521;&#128540;&#128527;&#8221; &#128514; this bitch"
1533,3,0,3,0,1,&#8220;@SAADTHESAV: bitches saying ray rice got what he deserved but just a month ago wanted this man free &#128056;&#9749;&#65039; http://t.co/VFN1iS7Wx3&#8221;smh&#128514;&#128514;&#128514;
1534,3,0,3,0,1,"&#8220;@SALUTEmyRainbow: &#8220;@thatkiduriah: bitches be like, messy bun. http://t.co/JfFXnwV1DI&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; &#128072;&#128072;&#128072;&#128553;&#128514;&#128514;&#128553;&#128079;&#128557;"
1535,3,0,3,0,1,&#8220;@SAVINGNOHOES: When she ask how imma eat her pussy https://t.co/6wVjrC3m1Q&#8221;&#128128;
1536,3,0,3,0,1,&#8220;@SEM25LIVE Girl you eat mo pussy than me girl you shoulda been a nigga&#8221; that's that jam
1537,3,0,3,0,1,&#8220;@SEM25LIVE Leave all the bitchin to bitches&#8221;
1538,3,0,3,0,1,&#8220;@SMITHAAAAAA: &#8220;@Tats_NSnapbacks: Last night was well.. Fun lmao&#8221; you got some pussy didn't ya Vern&#8221; unfortunately no lol
1539,3,1,2,0,1,&#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!
1541,6,0,6,0,1,&#8220;@Sair____: you lucky ashit if you got the shawty you want .. &#128527;&#128175;&#8221; a niggah just tryna keep her
1542,3,0,3,0,1,&#8220;@Sam_James3: @khalilreed @aknadnrye don't get on bro http://t.co/qjJvynwQiO&#8221; when bae textin another nigger
1543,3,0,0,3,2,&#8220;@SarabiaErik: I just accidentally ate a pot brownie. I guess there goes my pledge of being drug free for life . lolz .&#8221; Lmao #College
1544,3,0,2,1,1,&#8220;@SexReIationship: Who else thinks lip biting is fucking sexy?&#8221;@MaiaPapayyya_ until that bitch bite too hard put a hoe out once for that
1545,3,1,2,0,1,&#8220;@Sexmatical: these the kids that call you nigger on xbox http://t.co/wGvCepONH8&#8221;
1546,3,0,0,3,2,&#8220;@SexualMedic: How I feel when I'm throwing trash away... http://t.co/qQ94N1rD5N&#8221; everyday in school.
1547,3,0,3,0,1,&#8220;@Sexualgif: when he makes u his WCW &amp; his hoes favorite it https://t.co/iND1vON4JH&#8221; &#128520;&#128520;&#128520;&#128514;&#128514;
1548,3,0,3,0,1,&#8220;@SexyUnderHere: Females that know they are hoes really the coolest chicks....all sex asides&#8221;lmao
1549,3,0,3,0,1,&#8220;@SeymourBlanco: They game is over fuck yall bitches &amp; yall attitudes &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/rLrnYbfedT&#8221;&#128557;&#128557;
1550,3,0,3,0,1,&#8220;@SheSoViciouzz: It might be RT @WarWith1Gun: Some of y'all females pussy wet cause he cried&#8221; smh
1551,3,0,3,0,1,"&#8220;@SheTwirlsMyKan3: I say bitch bad, woman good, lady better&#8221; Lupe?"
1552,3,0,0,3,2,&#8220;@ShesSoBlessed_: Oreos And Milk &#128523;&#8221;
1553,3,0,3,0,1,"&#8220;@ShianneAlvarez: @187XO_ maybe cuz your putting trust in a "" bitch "" not a lady.&#8221; or maybe because this a fucking song"
1554,3,2,1,0,0,"&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE"
1556,3,0,2,1,1,&#8220;@SlimThickChicks: &#128525;&#128525;&#128525;&#128525; http://t.co/qMhkkQH8hg&#8221;kid in the yellow is rock hard
1557,3,1,2,0,1,&#8220;@Smokinonkaya_: &#8220;@Nilaja_: Everybody Loves Dej Loaf&#8221; cause that's wifey&#8221; fuck off kaya dats my bitch.
1559,3,0,3,0,1,&#8220;@SoDamnTrue: I live in constant fear of being shit on by a bird&#8221; well this actually fucking happened to me before sooooo. &#128529;
1560,3,0,3,0,1,&#8220;@SoTribe_Kasey: I surrounded my bad bitches I can't keep them out my face&#8221;&#128064;&#128064; #WhereTheyAtDoe &#128514;
1561,3,1,2,0,1,&#8220;@Son_Goku_Tho: Dr gero made android 18 to destroy da world das sum bitch nigga shit I would program a girl android to gimme sum neck 24/7&#8221;
1562,3,0,3,0,1,&#8220;@Southern_Giant: &#8220;@KingShelton_: Dumb bitch award goes too .... http://t.co/IubL31QN6Y&#8221; &#128557;&#8221; that's all you Uncle Sam !!!
1563,3,0,3,0,1,&#8220;@SouthsideVic: I let my girl handcuff me to the bed thinkin she gon do something freaky this bitch went through my phone&#8221;
1564,3,0,3,0,1,&#8220;@SouthsideVic: What if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on?&#8221; &#128514;&#128514;
1565,3,0,3,0,1,"&#8220;@Stamp_Denise: @DJsir_freshley it's almost been 10 yrs. You haven't had ONE gf since, u just been fckn hoes huh.&#8221; http://t.co/9BGr2766k8"
1566,3,0,3,0,1,"&#8220;@SteveStfler: Your relationship ended, not your life. stop being a whiny bitch&#8221;"
1567,3,0,3,0,1,&#8220;@Stfu_NobodyCare: @codizzlleee @Satisfied_x you fck like a hoe so no thank you . Ima be classy when I do it &#128128;&#8221; &#128128;&#128128;&#128128;&#128128;&#128128;&#128128; bitch I'm dead
1568,3,0,3,0,1,&#8220;@Stfu_NobodyCare: I hate how some of you bitches come to school musty . Like how tf you walk out your house stank ? Your mama ain't shit&#8221;&#128514;&#128514;
1569,3,0,3,0,1,&#8220;@StognerAllie: Jealous bitches be like ...'&#128514;&#128530;&#127797;.' &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514; don't subtweet me hoe
1570,3,1,2,0,1,&#8220;@Stoney_Blu: Y'all big braid gelled baby hair havin bitches look like Dashiki from Don't Be a Menace ... This is not up for discussion&#8221;&#128514;
1571,3,0,3,0,1,"&#8220;@SukaSuiti: ""@uce_INA: Nawwww If you a hoe you sittin on the floor and not my damn couuuuuch&#128131;"" but your birthday is in Feb or naa?&#8221; Nope"
1572,3,0,3,0,1,&#8220;@SydneySantana_: @Treslyon I'm so dead &#128128;&#128128; why you hoe me http://t.co/PYKjhqBP19&#8221; idk I just felt like flaming you lol
1573,3,1,2,0,1,&#8220;@THQcheerios: &#8220;@TropicalBlanket: &#128522; http://t.co/YWj1I0wMa9&#8221; go to sleep bitch&#8221;stfu
1574,3,0,3,0,1,"&#8220;@TKetterhagen: &#8220;@lars_matthews: &#8220;@Nspan17: I really only like like 3 people in this town, everyone else is a faggot&#8221; me&#8221; me&#8221; me"
1575,3,0,3,0,1,&#8220;@TKetterhagen: Better not have any bitch ass people in my classes tomorrow&#8221;
1576,3,2,1,0,0,"&#8220;@TP_Three: @WestSideFlee @KekePalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;

Fall back nigga &#128299;.. I don't share my hoes"
1577,3,0,3,0,1,&#8220;@TVEMike: When you catch your girl doing some hoe shit behind your back https://t.co/V4FZ6RXxWd&#8221;&#128553;&#128514;&#128514;
1578,3,0,0,3,2,"&#8220;@TWOLVEGIRL: I find myself wanting to google ""the yellow king"" #TrueDetective&#8221; No kidding! What is going on?"
1579,3,0,2,1,1,&#8220;@T_FLYE: http://t.co/s0kAVO4D3E them Wet &#128076;&#128166;&#128166;&#8221;say trav see if they got them hoes in Cali I will send you my money
1580,3,0,3,0,1,&#8220;@TaeCocky: This bitch childish af https://t.co/4ZKmOr7sn8&#8221; one of my sisters would've had to crash her &#128514;
1581,3,0,3,0,1,"&#8220;@Taggs0967: @NigelDixon1 @CALiboy4 Nigel, you don't think he knows what he did was dumb? How smart are you?&#8221; Shut your bitch ass up"
1582,3,0,3,0,1,&#8220;@TedOfficialPage: Fucked your bitch and left her like... http://t.co/x41Q6LUH37&#8221;&#128553;&#128553;&#128514;
1583,3,0,3,0,1,&#8220;@TeeLaydee: @JustKarahn @what_iDO yasss when a bitch get paid tho &#128514;&#128514;&#8221; as long as she dnt act crazy
1584,3,1,2,0,1,"&#8220;@TeeNaaasty: Half y'all hoes still got nut in y'all baby hairs , shut up &#128530;&#8221; http://t.co/YyFCNfqZPc"
1585,3,0,3,0,1,&#8220;@Terren_Janay: Nobody wants to be with a bum&#8221; except bum bitches
1586,3,1,2,0,1,&#8220;@ThaRealLilWang: Ur ex girlfriend is a slut&#8221; fr f dat hoe
1587,3,0,3,0,1,&#8220;@ThadIsReal: Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping&#8221;&#128514;
1588,3,0,3,0,1,"&#8220;@ThatDamnTwerk1 ""When you gonna take me out?"" RT @DrTruth247: Some hoes not gonna let you come over until you spend money on them&#8221;listen"
1589,3,0,3,0,1,&#8220;@ThatDamnTwerk1 Beef is when a bitch titties looking like they sleep... RT @laidback_813: What's beef...&#8221; http://t.co/P2lR0nko6o
1590,3,0,3,0,1,&#8220;@ThatIrvNation: Today was a long practice&#8221; bitch no it wasn't &#128529;
1591,3,0,3,0,1,"&#8220;@Thatindianbruh: Food &gt; Pussy 

but pussy = Food 

so food &#8805; pussy.&#8221; http://t.co/ZJ3zyduxkO"
1592,3,0,3,0,1,&#8220;@TheDevonClarke: I swear if I see any snow tomorrow.... http://t.co/uesygaQLhx&#8221; bruhh you sound like a basic white bitch
1593,3,0,3,0,1,"&#8220;@TheDukeKnight: Typical hoe costumes:
1. Cat
2. Nurse
3. Bunny
4. Police officer
5. Themselves&#8221;&#128129;"
1594,3,0,3,0,1,"&#8220;@TheFatAmy: Uh excuse me bitch, you don't need to shout.&#8221; @LauraSimpson19 @jdjohnson7"
1595,3,0,1,2,2,&#8220;@TheFunnyVine: Red Neck Ice Bucket Challenge &#128514; https://t.co/cAgp3nIofd&#8221; he must be from the SIP. #redneck
1596,3,0,3,0,1,&#8220;@TheManOnCampus: &#8220;@VSamone: @5HAWTYYY smoking skating twerking&#8221;I'm innat hoe&#8221;yas
1597,3,0,3,0,1,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation
1598,3,0,3,0,1,&#8220;@TheRealTenski: Miss you @Ex&#8221; pussy
1599,3,0,3,0,1,&#8220;@TheRealTootie: I smoke like 20 backwoods a day&#8221; cop dem bitches by da box woe http://t.co/lDr5s3kpng
1600,3,0,0,3,2,&#8220;@TheSportsDiva23: Adam Jones homers Yankees now lead 5-3.&#8221;Guy is a monsta
1601,3,0,3,0,1,&#8220;@ThequeenTommy: @savanigga already going http://t.co/41fpnfeovb&#8221; how I look at side hoes when daddy walk in the room.
1603,9,1,8,0,1,"&#8220;@TinnyTimm: &#9994;&#128558; u r gey af. But you're my boy I'm glad I'm close with you. You dumb bitch&#8221; how guys say ""I love you"" &#128527;"
1604,3,1,2,0,1,&#8220;@Tinypinkisboss: can't stand a playin ass nigga&#9995;&#8221;bitch*
1605,3,0,1,2,2,&#8220;@Tom_2Times: Making weed brownies tonight&#8221; goin slide me a batch relo
1606,3,0,3,0,1,&#8220;@TooEffinCool The hoes love... #oomf &#128527; lol&#8221;
1607,3,0,3,0,1,&#8220;@ToriJBerman: Lover http://t.co/pJphVGW4F2&#8221;my old bitch &#128514;
1608,3,0,3,0,1,&#8220;@ToriJBerman: Shavonne was doing ballet in the middle of the street last night and fell &#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;&#128557;&#128557;&#128557; bitch it wasn't ballet
1609,9,1,7,1,1,&#8220;@Traceydee98: I want pussy for dinner&#8221;
1610,3,0,2,1,1,&#8220;@TrapFuhrer: When her nudes trash you gotta draw clothes back on her and send em back http://t.co/jX7Mc32BkV&#8221;&#128128;&#128128;&#128128;&#128128;&#128128;
1611,3,1,2,0,1,"&#8220;@TreMelvin: hoes be like ""omg i love my new comb &#10084;&#65039;"" http://t.co/nuYjUx1SK3&#8221; thought this was Perro"
1612,3,0,3,0,1,&#8220;@TrillOg_Malik: @vintage_monroe_ knee ass&#8221;crow ass
1613,3,0,3,0,1,&#8220;@TrillOg_Malik: @vintage_monroe_ slut hoe&#8221;thot whore
1614,6,0,6,0,1,&#8220;@TrillVanillaaa: I feel like twerking &#128514;&#128514;&#8221; This is why yo pussy stank &#128581;
1615,3,1,2,0,1,&#8220;@TripleOgi_: Kanye might be the first nigga to successfully save a hoe.&#8221;lol this a original . Tweet
1616,3,0,2,1,1,&#8220;@Truth_305 10 under in Miami is a keeper&#8221;not hard to find them hoes just like to brain wrestle
1617,6,0,2,4,2,"&#8220;@TryHardSilva: Quote this with a weezy verse"" I'm a diamond in the rough like a baby in the trash"
1618,3,1,2,0,1,&#8220;@TryHardSilva: Quote this with a weezy verse&#8221; you're like a bitch with no ass you aint got shit
1619,3,1,2,0,1,"&#8220;@TvvitterFamouse: You just ugly AF stick to one Rt ""@07Cannon: This new avi trash or nah""&#8221; http://t.co/761Mk9Zkci"
1620,3,1,2,0,1,&#8220;@TweetMeTFOut: You goofy RT @ViriDoesItt: Only goofy niggas simp over chicks with community pussy..&#8221; Who are you?
1621,3,0,3,0,1,&#8220;@TwittahCween: Always tryna degrade girls&amp;shit &#128530; when really..pussy&amp;ass is almost all yall think about so shuuutt iittt .&#8221; Sometimes
1622,3,0,3,0,1,&#8220;@TyLawson3: F**k it!!!!! I'm never wearing my headband again either!!!!!!&#8221; but you don't hoop like a lil bitch tho...
1623,3,0,3,0,1,&#8220;@Tyga: That ain't my hoe.&#8221;
1624,6,0,6,0,1,&#8220;@Tylar____: This single shit so boring &#128555;&#128530;&#8221;suck it bitch
1625,3,0,2,1,1,&#8220;@UCCrushes: Trenton Gossman is the sexiest hillbilly I have ever seen&#8221; &#128129;&#128514;&#128514;&#128514;
1626,3,0,0,3,2,"&#8220;@UTRagers: COLT MCCOY WINS&#8252;&#65039;
#HookEm&#128002;&#8221; he's still trash"
1627,3,0,3,0,1,"&#8220;@UcfGawd: Crying over a guy on Thanksgiving? Nah bitch pick your head up, you making the turkey soggy.&#8221; Thanks A'Shanni *pats turkey dry*"
1628,3,0,3,0,1,&#8220;@UnLike_Society: Good pussy be making a nigga have to regroup&#8221; pull out and get your thoughts together&#128514;&#128514;
1629,3,0,3,0,1,&#8220;@UnbearableTier_: I ate oomf pussy&#8221; @ her &#128064;&#128064;&#128064;&#128514;&#128514;
1630,3,0,3,0,1,&#8220;@Untouchable_T: Ion care about none of these bitches&#8221;&#128175;&#128175;&#128175;
1631,3,0,3,0,1,&#8220;@Untouchable_T: Never seen so many perfect bitches til I made a Twitter &#128564; but &#128056;&#9749;&#65039;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;
1632,3,0,3,0,1,&#8220;@VINNYGUADAGNINO: I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&#8221; @sarahninjaginga
1633,3,1,2,0,1,"&#8220;@Vabtwin8211: @Vivalaquintaa agreed, eating pussy is so much better&#8221;they both Nasty"
1634,3,0,3,0,1,"&#8220;@VishalDaGod: fuck a #WCW dats my bitch , not my crush&#8221;"
1635,9,0,9,0,1,"&#8220;@WEEEDITH: All I want is bitches, big boooty bitches&#8221;"
1636,3,0,0,3,2,"&#8220;@WORSTRAPLYRlCS: http://t.co/hE19TIfqFX&#8221;

How is this trash..."
1637,3,0,3,0,1,&#8220;@WavyGodd: I don't like a ghetto female&#8221;&#128567;&#128078;
1638,3,0,3,0,1,&#8220;@Weakass_Drex: If Jennifer Hudson can lose weight anybody can you fat ass hoes!!!&#8221;&#128514;&#128514;&#128514;&#128514;
1639,3,1,2,0,1,&#8220;@WeirdLilThingz: Stop giving a nigga pussy he stop actin like he care&#8221; no true totally ...
1640,3,0,3,0,1,"&#8220;@Whale__Tail: All I wanna do is go workout then come back home and lay in bed&#8221; jerk off, kill two birds with one stone."
1641,3,0,2,1,1,&#8220;@WhatTheFFacts: An orangutan once tried to have sex with actress Julia Roberts.&#8221;Smart monkey&#128514;
1642,3,1,2,0,1,&#8220;@Whoscherry: Ever met a bitch that fucked with your nigga but was to pussy to admit it ?&#8221; A bitch for a bitch.
1643,3,0,0,3,2,&#8220;@WillyC14_: &#8220;@urbie_6: #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; @Tgold32&#8221; @connorbradley
1644,3,0,3,0,1,&#8220;@Woo_Chamberlain: I just made that interview my bitch. &#128526;&#8221;--finessed it huh!? Lol
1645,3,0,3,0,1,&#8220;@WorldStarFunny: we don't love these hoes http://t.co/WeKdL09bq5&#8221; @Ilovebamf &#128076;
1646,3,0,3,0,1,"&#8220;@WowItsDylan: Fuck a ""bad bitch"" id rather have a good girl who's a freak just for me 10/10 times &#128525;&#128525;&#8221;"
1647,3,0,3,0,1,&#8220;@Xenoss_: ''single af'' we don't care you're ugly anyways&#8221; @ me pussy
1648,3,0,3,0,1,&#8220;@Xenoss_: I don't love these hoes&#8221; *we
1649,3,0,3,0,1,&#8220;@YaBoyRoshi: When you try to smash but that pussy stank http://t.co/alfwPUmnls&#8221;
1650,3,0,0,3,2,"&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
THE BAMBINO IS WATCHING!"
1651,3,0,0,3,2,"&#8220;@Yankees: Alfredo Aceves in to relieve @CC_Sabathia here in the 4th. #Yankees&#8221; he needs to go away , gas can !"
1652,3,0,0,3,2,&#8220;@Yattabing Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades
1653,3,0,3,0,1,"&#8220;@YeridZee: I'm not a bitch like @Vikyfdez15 &#128129; lol&#8221; sorry not sorry, tried to give him a hint that I didn't want to speak to him so idc &#128524;"
1654,3,1,2,0,1,"&#8220;@YoureGayIf: .@1227jarred Shut up, faggot.&#8221;&#128514;Set himself up"
1655,3,0,0,3,2,&#8220;@Yummy: Oreo ice cream cake &#128588; http://t.co/dvabPmgQjo&#8221; &#128525;
1656,3,0,3,0,1,"&#8220;@YungEthiopian: "" I got a natural mean face"" ""i be havin mean mugs and ion even be knowin"" bitch shut the fuck up&#8221;right"
1657,3,0,3,0,1,&#8220;@ZeeCobb: All I want for my birthday is a female with a large buttocks.&#8221; Big booty hoe
1658,3,0,3,0,1,"&#8220;@ZvckSlvt3r704: My sister shittin on you hos once again ""@VSamone: wodeh bout dat action http://t.co/nzHXA8GuA5""&#8221;&#128536;&#128536;&#128536;"
1659,3,0,3,0,1,&#8220;@_1KANE: LMAOOO I find this shit so funny y'all hoes ain't content with working it out with one nigga http://t.co/dBtcv0fBN1&#8221;that's boring
1660,3,0,2,1,1,"&#8220;@_4ever_slim: U look like a cotton picker tho 

RT @KB_Three: About to put in field work &#127944;&#8221; damn dee got all the jokes"
1661,3,0,3,0,1,&#8220;@_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy wassup&#8221;bye&#8221;bitch you outta order
1662,6,0,6,0,1,&#8220;@_BeautifulKeezy: &#8220;@100046729: This bitch lying to me &#128514;&#128530;&#8221;&#128064;&#128064;&#128064;&#8221;messy yess
